id,Team1Id,Team1,Team2Id,Team2,LeagueId,League,CategoryId,Category,League_Category,Sport,begin,ended,Set1_T1,Set1_T2,Set2_T1,Set2_T2,Set3_T1,Set3_T2,TotScore_T1,TotScore_T2,Tipp1,TippX,Tipp2,Over_Under4_5,Over4_5,Under4_5,Over_Under5_5,Over5_5,Under5_5
103284510,3899,ZSC Lions,3898,Kloten Flyers,96301,Nationalliga A,54201,Schweiz,Nationalliga A - Schweiz,Eishockey,02/01/2014 15:45,02/01/2014 18:13,1,0,1,1,0,1,2,2,1.78217,5.56265,3.81802,4.5,1.60132,2.663,5.5,2.154,1.86655
103284610,3906,EHC Biel,3894,HC Fribourg Gotteron,96301,Nationalliga A,54201,Schweiz,Nationalliga A - Schweiz,Eishockey,02/01/2014 19:46,02/01/2014 21:52,1,2,1,1,0,0,2,3,3.57869,4.79134,1.95367,4.5,1.60132,2.663,5.5,2.16418,1.85897
103465110,111039,Admiral Vladivostok,3941,SKA St. Petersburg,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 07:05,03/01/2014 09:09,1,2,1,1,2,1,4,4,5.86857,4.73492,1.61707,4.5,1.80728,2.23873,5.5,2.68735,1.59264
103465210,3950,Amur Chabarowsk,3948,Lokomotive Jaroslawl,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 07:01,03/01/2014 09:12,0,0,2,0,0,1,2,1,4.24688,4.26423,1.87996,4.5,2.20882,1.82725,5.5,3.51092,1.39566
103465310,3935,Met. Nowokusnezk,5605,Atlant Moskau,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 11:02,03/01/2014 13:14,0,2,1,2,1,1,2,5,3.3135,4.12501,2.19584,4.5,2.18849,1.84141,5.5,3.24873,1.44469
103465410,3939,Sibir Nowosibirsk,3943,Sever. Cherepovec,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 11:02,03/01/2014 13:26,0,0,1,2,1,1,2,3,1.81341,4.27479,4.64883,4.5,2.21872,1.82053,5.5,3.53863,1.39391
103465510,6333,Trak. Chelyabinsk,52311,HC Lev Prag,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 12:01,03/01/2014 14:30,0,0,1,1,1,1,2,2,2.35298,4.09697,3.02183,4.5,2.18849,1.84141,5.5,3.40428,1.41592
103465610,3938,Met. Magnitogorsk,2404,Slovan Bratislava,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 12:00,03/01/2014 14:04,2,0,4,1,0,1,6,2,1.42358,5.7492,8.19659,4.5,1.64147,2.55891,5.5,2.2846,1.77845
103465710,3944,Salavat Yulaev UFA,24984,Dinamo Riga,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 12:01,03/01/2014 14:13,2,0,1,2,0,1,3,3,1.86671,4.40995,4.23351,,,,5.5,2.61125,1.62064
103465810,3951,Neft. Nischnekamsk,3946,ZSKA Moskau,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 14:01,03/01/2014 16:12,0,1,0,1,1,2,1,4,3.34575,4.0963,2.19262,,,,5.5,2.86908,1.53502
103465910,7857,Torpedo Nowgorod,36346,Avto. Yekaterinburg,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 14:01,03/01/2014 16:18,2,1,0,1,1,1,3,3,1.94585,4.37086,3.88015,,,,5.5,3.23524,1.44738
103466010,5606,HC Vitiaz Chehov,24985,Barys Astana,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 14:01,03/01/2014 16:34,0,0,0,0,1,1,1,1,4.45278,4.45278,1.8154,,,,5.5,2.00727,1.99278
103466110,3947,Ak Bars Kasan,43853,HC Yugra,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 14:31,03/01/2014 16:47,0,0,2,1,2,1,4,2,1.39817,6.13478,8.1628,,,,5.5,2.31359,1.76127
103466210,43854,OHK Dynamo Moskau,3945,Awangard Omsk,673301,KHL,101201,Russland,KHL - Russland,Eishockey,03/01/2014 14:32,03/01/2014 16:52,1,2,3,2,2,0,6,4,1.82324,4.61494,4.25806,,,,5.5,2.7521,1.57074
103466310,3937,Spartak Moskau,24983,Dinamo Minsk,673301,KHL,101201,Russland,KHL - Russland,Eishockey,04/01/2014 14:01,04/01/2014 16:08,0,0,1,1,0,1,1,2,2.21381,4.19015,3.23946,,,,5.5,3.29848,1.43507
103466410,36289,Medvescak Zagreb,73568,HC Donbass,673301,KHL,101201,Russland,KHL - Russland,Eishockey,04/01/2014 17:31,04/01/2014 20:03,1,1,0,1,0,1,1,3,2.35477,4.05797,3.04042,,,,5.5,2.96026,1.51014
103492810,3866,HC Vitkovice,3877,HC Mountfield ,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,03/01/2014 17:02,03/01/2014 19:20,3,0,2,2,1,0,6,2,2.47841,4.14583,2.81445,,,,5.5,2.64374,1.60837
103492910,37844,HC Chomutov,3872,PSG Zlín,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,03/01/2014 17:30,03/01/2014 20:07,0,2,1,0,1,0,2,2,4.44697,4.72391,1.77482,,,,5.5,2.39426,1.71723
103493010,3874,HC Karlovy Vary,3865,Benzina Litvinov,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,03/01/2014 18:02,03/01/2014 20:32,0,0,1,0,1,1,2,1,2.40491,3.95852,3.01601,,,,5.5,2.85506,1.5338
103493110,3875,HC Pardubice,3879,HC Liberec,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,03/01/2014 18:00,03/01/2014 20:22,1,0,1,0,2,1,4,1,1.91926,4.50203,3.90478,,,,5.5,2.1381,1.87866
103493210,3871,HC Kladno,3870,HC Ocelari Trinec,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,03/01/2014 18:01,03/01/2014 20:40,1,0,0,1,0,0,1,1,2.55977,4.21401,2.66621,,,,5.5,2.70842,1.58534
103493310,3878,HC Slavia Prag,3867,HC Pilsen,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,03/01/2014 18:15,03/01/2014 20:34,1,0,0,0,2,1,3,1,2.42277,4.10166,2.90681,,,,5.5,2.78304,1.56084
103493410,36334,HC Kometa Brno,3876,Sparta Prag,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,03/01/2014 18:31,03/01/2014 20:53,0,1,2,2,0,1,2,4,2.87505,4.17248,2.42416,,,,5.5,2.36478,1.73272
103493510,3839,HIFK Hockey,3835,Kärpät Oulu,108301,SM-liiga,40201,Finnland,SM-liiga - Finnland,Eishockey,03/01/2014 17:32,03/01/2014 19:55,0,0,1,0,3,1,4,1,2.97854,4.2773,2.31854,,,,5.5,2.65433,1.60448
103493610,3837,HPK Hämeenlinna,3840,Jokerit Helsinki,108301,SM-liiga,40201,Finnland,SM-liiga - Finnland,Eishockey,03/01/2014 17:31,03/01/2014 19:38,0,1,1,1,0,2,1,4,2.59776,3.9792,2.74917,4.5,2.06934,1.93515,5.5,3.41664,1.4138
103493710,3841,Ilves Tampere,5568,KalPa Hockey,108301,SM-liiga,40201,Finnland,SM-liiga - Finnland,Eishockey,03/01/2014 17:31,03/01/2014 19:40,2,0,1,0,2,0,5,0,2.19694,4.11674,3.29114,4.5,2.01909,1.98127,5.5,2.90078,1.5261
103493810,3842,JYP Jyväskylä,3846,Ässät Pori,108301,SM-liiga,40201,Finnland,SM-liiga - Finnland,Eishockey,03/01/2014 17:31,03/01/2014 19:50,0,0,1,1,0,1,1,2,1.69068,5.09701,4.70372,4.5,1.69979,2.429,5.5,2.38438,1.72235
103493910,3843,Lukko Rauma,3844,Pelicans Lahti,108301,SM-liiga,40201,Finnland,SM-liiga - Finnland,Eishockey,03/01/2014 17:30,03/01/2014 19:46,0,1,0,0,0,1,0,2,1.83824,4.43664,4.33643,4.5,1.77882,2.284,5.5,2.52439,1.656
103494110,3836,Turku PS,3834,Tappara Tampere,108301,SM-liiga,40201,Finnland,SM-liiga - Finnland,Eishockey,03/01/2014 17:31,03/01/2014 19:48,1,0,3,1,0,1,4,2,3.80376,4.3866,1.96161,4.5,1.73065,2.36865,5.5,2.45841,1.68568
103494310,3858,Nürnberg Ice Tigers,3848,Hamburg Freezers,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,03/01/2014 19:30,03/01/2014 21:41,0,1,2,1,0,1,2,3,2.2012,4.53982,3.07287,4.5,1.5814,2.72,5.5,2.12396,1.88971
103494410,3852,Krefeld Pinguine,3853,Adler Mannheim,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,03/01/2014 19:33,03/01/2014 21:46,0,1,2,1,1,0,3,2,2.34181,4.66335,2.78908,4.5,1.53447,2.889,5.5,2.01733,1.98297
103494510,3857,Schwenninger Wings,5434,Straubing Tigers,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,03/01/2014 19:31,03/01/2014 21:58,1,0,1,0,1,1,3,1,2.39694,4.50834,2.77016,4.5,1.48544,3.06,5.5,1.94651,2.05652
103494610,5430,Wolfsburg Grizzly A.,3847,Kölner Haie,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,03/01/2014 19:31,03/01/2014 22:10,0,0,1,0,0,1,1,1,2.56229,4.42417,2.61638,,,,5.5,2.19899,1.83403
103494710,3851,Augsburger Panther,3862,Düsseldorfer EG,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,03/01/2014 19:31,03/01/2014 22:06,2,0,0,1,0,1,2,2,1.75453,5.08609,4.33343,4.5,1.45228,3.211,5.5,1.86655,2.154
103494810,3860,Iserlohn Roosters,3863,ERC Ingolstadt,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,03/01/2014 19:31,03/01/2014 21:54,2,0,0,1,1,0,3,1,2.55421,4.60875,2.55421,4.5,1.46019,3.173,5.5,1.88794,2.1262
103496010,3692,Vancouver Canucks,3694,Tampa Bay Lightning,142301,NHL,37201,USA,NHL - USA,Eishockey,02/01/2014 04:10,02/01/2014 06:47,0,0,2,3,0,1,2,4,2.14826,3.98547,3.52616,4.5,1.68118,2.46805,5.5,2.30089,1.76871
103503110,3738,AIK IF,3732,HV 71,115301,SHL,39201,Schweden,SHL - Schweden,Eishockey,02/01/2014 19:06,02/01/2014 21:19,2,1,1,0,0,2,3,3,3.2175,4.27164,2.18156,4.5,1.66934,2.494,5.5,2.3041,1.76681
103506110,3721,Rosenborg IHK,3710,Lörenskog IK,120301,Elitserien,38201,Norwegen,Elitserien - Norwegen,Eishockey,02/01/2014 18:01,02/01/2014 20:10,1,2,1,3,1,3,3,8,6.25161,7.17772,1.4271,4.5,1.2582,4.87298,5.5,1.50452,2.98206
103506210,3714,Stjernen Hockey,3720,Stavanger Oilers,120301,Elitserien,38201,Norwegen,Elitserien - Norwegen,Eishockey,02/01/2014 18:01,02/01/2014 20:21,1,0,2,2,0,2,3,4,0.9,10.506,1.20547,,,,5.5,1.49288,3.02888
103506310,3707,Frisk/Asker,44511,Tonsberg Og Omegn,120301,Elitserien,38201,Norwegen,Elitserien - Norwegen,Eishockey,02/01/2014 18:32,02/01/2014 20:38,1,0,1,0,1,0,3,0,1.20614,9.77441,0.9,,,,5.5,1.45225,3.21117
103506410,3713,Storhamar Dragons,3716,Valerenga IF,120301,Elitserien,38201,Norwegen,Elitserien - Norwegen,Eishockey,02/01/2014 19:01,02/01/2014 21:16,1,1,0,2,0,0,1,3,3.10323,4.68441,2.15387,,,,5.5,1.74044,2.35054
103512410,3734,Frölunda HC,3728,Färjestads BK,115301,SHL,39201,Schweden,SHL - Schweden,Eishockey,04/01/2014 18:42,04/01/2014 21:05,1,1,0,0,1,2,2,3,2.18715,4.27433,3.23804,4.5,2.01909,1.98127,5.5,2.94762,1.51345
103521610,39515,USA U20,5737,Russland,241301,"WM U20, Finalrunde",56201,International,"WM U20, Finalrunde - International",Eishockey,02/01/2014 12:08,02/01/2014 14:21,3,2,0,2,0,1,3,5,1.97609,5.05398,3.3774,,,,5.5,1.82934,2.20577
103521710,4712,Finnland,5730,Tschechien ,241301,"WM U20, Finalrunde",56201,International,"WM U20, Finalrunde - International",Eishockey,02/01/2014 14:38,02/01/2014 16:49,1,1,1,2,3,0,5,3,1.7875,4.97471,4.15038,,,,5.5,2.05523,1.94766
103548110,7846,Olimp. Ljubljana,44499,EC Dornbirn,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,03/01/2014 19:18,03/01/2014 21:19,0,1,2,1,1,3,3,5,2.45653,4.67854,2.63727,4.5,1.41322,3.42,5.5,1.79162,2.26323
103548310,7847,Sapa Fehervar,3868,HC Znojmo,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,03/01/2014 19:17,03/01/2014 21:48,1,0,2,3,0,0,3,3,2.41546,4.67537,2.67256,4.5,1.39463,3.534,5.5,1.75607,2.32262
103548410,3914,Vienna Capitals,3922,KAC Klagenfurt,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,03/01/2014 19:15,03/01/2014 21:35,0,1,1,1,2,1,3,3,1.73577,4.90248,4.53324,,,,5.5,1.88971,2.12396
103548510,2046,RB Salzburg,3918,HC Innsbruck,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,03/01/2014 19:15,03/01/2014 21:29,2,0,2,0,0,1,4,1,1.19576,9.25488,17.9664,4.5,1.3775,3.649,5.5,1.72511,2.37911
103548910,3884,Aalborg Pirates,3882,Rodovre Mighty Bulls,112301,Metal Ligaen,64201,Dänemark,Metal Ligaen - Dänemark,Eishockey,03/01/2014 19:30,03/01/2014 21:40,0,0,2,3,1,2,3,5,1.49441,6.04524,6.04524,4.5,1.37216,3.687,5.5,1.71238,2.40375
103549010,3885,Rungsted Cobras,3886,EfB Ishockey,112301,Metal Ligaen,64201,Dänemark,Metal Ligaen - Dänemark,Eishockey,03/01/2014 19:48,03/01/2014 21:54,3,2,2,0,2,2,7,4,5.94525,6.1453,1.49461,4.5,1.36193,3.763,5.5,1.69482,2.43922
103550910,3732,HV 71,3738,AIK IF,115301,SHL,39201,Schweden,SHL - Schweden,Eishockey,04/01/2014 16:00,04/01/2014 18:18,2,0,0,1,2,0,4,1,1.77346,4.5176,4.65607,4.5,1.66094,2.513,5.5,2.29011,1.77513
103551110,3757,Mora IK,3733,Djurgårdens IF,285301,Allsvenskan,39201,Schweden,Allsvenskan - Schweden,Eishockey,03/01/2014 19:00,03/01/2014 19:00,0,0,1,0,2,3,3,3,2.63523,4.83749,2.41658,4.5,1.93095,2.07417,5.5,2.84162,1.543
103551910,45181,Charlotte Checkers,45185,Texas Stars,2768301,AHL,37201,USA,AHL - USA,Eishockey,03/01/2014 01:00,03/01/2014 01:00,2,1,1,1,0,3,3,5,2.83812,4.21672,2.43603,,,,5.5,1.95341,2.04886
103556710,7293,Leki Hockey,3826,K-Vantaa,126301,Mestis,40201,Finnland,Mestis - Finnland,Eishockey,03/01/2014 17:31,03/01/2014 19:39,1,2,0,1,0,1,1,4,1.93511,5.02057,3.52048,,,,5.5,1.98127,2.01909
103601210,5913,Norwegen,43405,Deutschland U20,11961301,"WM U20, Relegationsrunde",56201,International,"WM U20, Relegationsrunde - International",Eishockey,03/01/2014 16:00,03/01/2014 18:10,1,2,2,0,0,2,3,4,3.27006,4.45848,2.1281,,,,5.5,1.97734,2.02319
103601410,39511,Kanada U20,4712,Finnland,241301,"WM U20, Finalrunde",56201,International,"WM U20, Finalrunde - International",Eishockey,04/01/2014 19:08,04/01/2014 21:17,0,0,1,3,0,2,1,5,1.49869,6.37326,5.68679,,,,5.5,1.73256,2.36507
103617210,54105,HK Gomel,77617,Neman Grodno,29587301,"Extraliga, Gruppe A",275201,Weißrussland,"Extraliga, Gruppe A - Weißrussland",Eishockey,04/01/2014 16:30,04/01/2014 20:07,0,1,2,2,0,2,2,5,3.00841,4.78054,2.18142,,,,5.5,2.06066,1.94281
103617310,116105,HK Mogilev,116097,HK Brest,29588301,"Extraliga, Gruppe B",275201,Weißrussland,"Extraliga, Gruppe B - Weißrussland",Eishockey,04/01/2014 15:00,04/01/2014 15:00,1,1,0,1,0,0,1,2,5.3143,5.93063,1.5547,,,,5.5,2.06066,1.94281
103617410,116099,HK Vitebsk,116103,HK Lida,29588301,"Extraliga, Gruppe B",275201,Weißrussland,"Extraliga, Gruppe B - Weißrussland",Eishockey,04/01/2014 15:00,04/01/2014 15:00,1,4,3,1,1,0,5,5,3.25155,5.14759,2.00727,,,,5.5,1.94281,2.06066
103617510,116101,Khimik Novopolotsk,54107,Metallurg Zhlobin,29587301,"Extraliga, Gruppe A",275201,Weißrussland,"Extraliga, Gruppe A - Weißrussland",Eishockey,04/01/2014 16:30,05/01/2014 08:06,,,,,,,0,0,3.00841,4.78054,2.18142,,,,5.5,2.07417,1.93095
103622510,3715,Sparta Sarpsborg,3710,Lörenskog IK,120301,Elitserien,38201,Norwegen,Elitserien - Norwegen,Eishockey,04/01/2014 16:00,04/01/2014 18:22,2,0,1,0,2,0,5,0,3.05432,4.78451,2.15472,4.5,1.38023,3.63,5.5,1.72999,2.36987
103622610,3721,Rosenborg IHK,44511,Tonsberg Og Omegn,120301,Elitserien,38201,Norwegen,Elitserien - Norwegen,Eishockey,05/01/2014 17:00,05/01/2014 19:05,4,0,1,1,3,0,8,1,1.41751,7.29693,6.34937,,,,5.5,1.39566,3.52742
103622710,3707,Frisk/Asker,3714,Stjernen Hockey,120301,Elitserien,38201,Norwegen,Elitserien - Norwegen,Eishockey,05/01/2014 17:00,05/01/2014 19:12,1,2,1,2,0,2,2,6,1.47289,6.32446,6.16578,,,,5.5,1.47374,3.11084
103622810,3716,Valerenga IF,3709,Lillehammer IK,120301,Elitserien,38201,Norwegen,Elitserien - Norwegen,Eishockey,05/01/2014 17:00,05/01/2014 19:12,2,1,2,2,2,1,6,4,1.50579,6.512,5.4844,,,,5.5,1.56929,2.75656
103639210,3878,HC Slavia Prag,3870,HC Ocelari Trinec,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,05/01/2014 15:00,05/01/2014 15:00,0,1,1,1,0,2,1,4,2.2032,4.10562,3.30528,4.5,1.94398,2.05935,5.5,2.74727,1.57232
103639410,3874,HC Karlovy Vary,3871,HC Kladno,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,05/01/2014 15:30,05/01/2014 15:30,1,1,0,0,3,0,4,1,1.98672,4.23236,3.84051,4.5,1.85582,2.16847,5.5,2.76383,1.56695
103639510,3876,Sparta Prag,3866,HC Vitkovice,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,05/01/2014 17:00,05/01/2014 19:27,0,1,1,0,0,2,1,3,1.49301,6.13466,5.98488,,,,5.5,1.88794,2.1262
103639610,3879,HC Liberec,37844,HC Chomutov,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,05/01/2014 17:00,05/01/2014 19:26,1,0,3,0,2,0,6,0,1.53131,5.46939,6.08021,,,,5.5,2.29465,1.77241
103639710,3877,HC Mountfield ,3872,PSG Zlín,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,05/01/2014 17:30,05/01/2014 19:57,0,0,0,1,1,1,1,2,2.26155,3.96927,3.24962,,,,5.5,3.03829,1.49061
103639810,3867,HC Pilsen,3875,HC Pardubice,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,05/01/2014 17:30,05/01/2014 19:53,1,0,1,0,0,1,2,1,2.08895,4.10974,3.61204,,,,5.5,2.42037,1.70404
103639910,3865,Benzina Litvinov,36334,HC Kometa Brno,109301,Extraliga,42201,Tschechien,Extraliga - Tschechien,Eishockey,05/01/2014 18:22,05/01/2014 20:47,1,1,2,0,1,0,4,1,2.4714,4.04512,2.86086,,,,5.5,2.90164,1.52586
103642210,3844,Pelicans Lahti,3836,Turku PS,108301,SM-liiga,40201,Finnland,SM-liiga - Finnland,Eishockey,04/01/2014 16:01,04/01/2014 18:23,0,0,2,0,2,0,4,0,2.15846,4.47556,3.19213,,,,5.5,2.3175,1.75901
103642510,5767,Jokipojat Joensuu,3823,Vaasan Sport,126301,Mestis,40201,Finnland,Mestis - Finnland,Eishockey,04/01/2014 16:00,04/01/2014 18:17,1,1,2,0,1,0,4,1,2.81474,5.09779,2.22934,,,,5.5,1.97153,2.0293
103642710,3826,K-Vantaa,3822,Kookoo Kouvola,126301,Mestis,40201,Finnland,Mestis - Finnland,Eishockey,04/01/2014 16:00,04/01/2014 18:17,2,0,1,1,1,0,4,1,2.87977,4.87703,2.2336,4.5,1.62063,2.61126,5.5,2.35849,1.73611
103642810,3827,Tuto Hockey,7293,Leki Hockey,126301,Mestis,40201,Finnland,Mestis - Finnland,Eishockey,04/01/2014 16:00,04/01/2014 18:06,2,1,2,0,0,0,4,1,1.54584,5.85188,5.48799,4.5,1.4292,3.32993,5.5,1.78519,2.27357
103653610,7847,Sapa Fehervar,3919,EC Graz 99ers,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,05/01/2014 17:30,05/01/2014 19:38,0,1,1,0,2,0,3,1,2.41008,4.57547,2.73864,4.5,1.40371,3.477,5.5,1.77225,2.29491
103653710,3918,HC Innsbruck,3914,Vienna Capitals,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,05/01/2014 17:30,05/01/2014 19:39,2,3,1,0,0,2,3,5,5.5836,5.87348,1.53693,,,,5.5,1.71491,2.39877
103653810,44499,EC Dornbirn,7846,Olimp. Ljubljana,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,05/01/2014 17:31,05/01/2014 19:52,3,1,3,0,2,0,8,1,1.72333,5.1441,4.44325,,,,5.5,1.68259,2.46501
103653910,3868,HC Znojmo,2046,RB Salzburg,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,05/01/2014 17:30,05/01/2014 19:52,1,0,0,0,2,2,3,2,2.42389,4.55353,2.71085,,,,5.5,1.68518,2.45947
103654010,3922,KAC Klagenfurt,24949,HCB Südtirol,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,05/01/2014 17:30,05/01/2014 19:51,0,0,0,1,2,2,2,3,2.21475,4.67848,2.98946,4.5,1.41649,3.401,5.5,1.79727,2.25428
103654110,3915,Black Wings Linz,3917,EC VSV,125301,EHL,65201,Österreich,EHL - Österreich,Eishockey,05/01/2014 18:10,05/01/2014 20:03,1,2,2,0,3,1,6,3,2.04084,4.91728,3.26087,4.5,1.33201,4.012,5.5,1.63627,2.57165
103664410,3853,Adler Mannheim,5426,Red Bull München,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,05/01/2014 14:30,05/01/2014 14:30,0,0,2,0,1,0,3,0,1.91443,4.8109,3.69343,4.5,1.49456,3.022,5.5,1.96077,2.04083
103664510,3856,Eisbären Berlin,3857,Schwenninger Wings,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,05/01/2014 14:32,05/01/2014 16:49,2,2,0,0,1,1,3,3,1.6742,5.13093,4.73707,4.5,1.51387,2.927,5.5,1.99271,2.00734
103664610,5434,Straubing Tigers,3848,Hamburg Freezers,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,05/01/2014 16:30,05/01/2014 18:57,0,1,0,1,3,1,3,3,3.11193,4.78359,2.12944,,,,5.5,2.11533,1.89659
103664710,3851,Augsburger Panther,3860,Iserlohn Roosters,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,05/01/2014 16:30,05/01/2014 18:48,0,3,1,1,0,0,1,4,2.08874,4.71314,3.23828,,,,5.5,1.94649,2.05653
103664910,3852,Krefeld Pinguine,5430,Wolfsburg Grizzly A.,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,05/01/2014 16:30,05/01/2014 19:00,0,0,1,1,0,1,1,2,2.23438,4.57504,3.00277,,,,5.5,2.0832,1.92319
103665010,3863,ERC Ingolstadt,3858,Nürnberg Ice Tigers,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,05/01/2014 16:30,05/01/2014 18:53,1,2,2,1,1,1,4,4,2.42833,4.37069,2.78243,,,,5.5,2.09145,1.91621
103665110,3862,Düsseldorfer EG,3847,Kölner Haie,93301,DEL,41201,Deutschland,DEL - Deutschland,Eishockey,05/01/2014 17:46,05/01/2014 20:03,0,1,0,1,0,1,0,3,4.47497,4.97501,1.73753,,,,5.5,2.01006,1.99004
103668910,43405,Deutschland U20,5913,Norwegen,11961301,"WM U20, Relegationsrunde",56201,International,"WM U20, Relegationsrunde - International",Eishockey,05/01/2014 12:00,05/01/2014 14:04,1,0,1,0,1,1,3,1,1.89804,4.85972,3.74016,,,,5.5,2.00736,1.99269
103671310,111039,Admiral Vladivostok,3948,Lokomotive Jaroslawl,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 07:01,05/01/2014 09:18,0,0,1,0,2,0,3,0,2.95534,3.86313,2.48279,,,,5.5,3.76055,1.36225
103671410,3950,Amur Chabarowsk,3941,SKA St. Petersburg,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 07:01,05/01/2014 09:07,1,3,0,1,0,2,1,6,6.92756,6.52624,1.42365,,,,5.5,2.1216,1.89158
103671510,3935,Met. Nowokusnezk,3943,Sever. Cherepovec,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 11:02,05/01/2014 13:38,0,0,1,0,0,1,1,1,3.32267,4.04792,2.20917,,,,5.5,2.77757,1.56257
103671610,3939,Sibir Nowosibirsk,5605,Atlant Moskau,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 11:02,05/01/2014 13:30,0,0,0,0,3,1,3,1,2.15597,4.00392,3.48014,,,,5.5,3.58452,1.38692
103671710,6333,Trak. Chelyabinsk,2404,Slovan Bratislava,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 12:02,05/01/2014 12:00,0,0,2,0,0,1,2,1,1.8154,4.46566,4.39194,,,,5.5,2.86939,1.53094
103671810,3938,Met. Magnitogorsk,52311,HC Lev Prag,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 12:02,05/01/2014 12:00,0,1,1,1,3,0,4,2,1.67718,4.6715,5.27155,,,,5.5,2.76975,1.56505
103671910,3944,Salavat Yulaev UFA,3946,ZSKA Moskau,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 11:59,05/01/2014 12:00,1,1,2,1,2,0,5,2,2.19405,4.16047,3.28505,,,,5.5,2.57676,1.63421
103672010,3951,Neft. Nischnekamsk,24984,Dinamo Riga,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 14:00,05/01/2014 14:00,0,0,1,1,0,0,1,1,3.02204,3.78948,2.45978,,,,5.5,3.16099,1.46275
103672110,3947,Ak Bars Kasan,36346,Avto. Yekaterinburg,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 14:00,05/01/2014 14:00,0,0,0,2,1,1,1,3,1.55498,5.04879,6.2957,,,,5.5,2.76975,1.56505
103672210,7857,Torpedo Nowgorod,43853,HC Yugra,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 14:00,05/01/2014 14:00,1,1,2,3,1,1,4,5,1.7076,4.72142,4.92195,,,,5.5,2.73362,1.57683
103672310,5606,HC Vitiaz Chehov,3945,Awangard Omsk,673301,KHL,101201,Russland,KHL - Russland,Eishockey,05/01/2014 14:00,05/01/2014 16:06,1,1,1,1,0,0,2,2,3.68487,4.05698,2.07412,4.5,1.93095,2.07417,5.5,2.92924,1.51834
